17,El Paso,elpaso.com
26,Reliant Energy,reliantenergy.com
27,SBC Communications,sbc.com
29,Morgan Stanley Dean Witter,msdw.com
30,Dynegy,dynegy.com
33,Aquila,utilicorp.com
36,Merrill Lynch,ml.com
37,AOL Time Warner,aoltimewarner.com
38,Albertson's,albertsons.com
40,Kmart,bluelight.com
45,Safeway,safeway.com
46,Compaq Computer,compaq.com
52,Mirant,mirant.com
53,Dell Computer,dell.com
58,TXU,txu.com
61,ConAgra,conagra.com
67,Delphi,delphiauto.com
68,Sprint,sprint.com
71,Georgia-Pacific,gp.com
82,BellSouth,bellsouth.com
93,CVS,cvs.com
112,Sun Microsystems,sun.com
115,Sara Lee,saralee.com
122,TRW,trw.com
143,May Department Stores,maycompany.com
145,Wyeth,wyeth.com
155,Eastman Kodak,kodak.com
157,Circuit City Stores,circuitcity.com
158,Cinergy,cinergy.com
159,Anheuser-Busch,anheuser-busch.com
160,Winn-Dixie Stores,winn-dixie.com
162,WellPoint Health Networks,wellpoint.com
163,Sunoco,sunocoinc.com
169,PacifiCare Health Systems,pacificare.com
170,Farmland Industries,farmland.com
185,Allegheny Energy,firstenergycorp.com
190,MBNA,mbna.com
194,Northwest Airlines,nwa.com
196,Schering-Plough,schering-plough.com
208,Limited,limited.com
209,John Hancock Financial Services,jhancock.com
211,Burlington Northern Santa Fe,bnsf.com
212,Agilent Technologies,agilent.com
218,St. Paul Cos.,stpaul.com
222,SCI Systems,sci.com
223,Bear Stearns,bearstearns.com
224,R.J. Reynolds Tobacco,rjrt.com
226,FPL Group,fpl.com
,Nextera Energy,nexteraenergy.com
231,Smurfit-Stone Container,smurfit-stone.net
234,US Airways Group,usairways.com
239,Conseco,conseco.com
240,Gillette,gillette.com
243,Clear Channel Communications,clearchannel.com
244,Cenex Harvest States,chsinc.com
247,Aon,aon.com
249,Chubb,chubb.com
252,Nextel Communications,nextel.com
255,American Standard,americanstandard.com
256,Boise Cascade,bc.com
257,KeyCorp,keybank.com
259,Eaton,eaton.com
261,Bank of New York Co.,bankofny.com
267,Safeco,safeco.com
270,Newell Rubbermaid,newellco.com
271,KeySpan,keyspanenergy.com
273,Northeast Utilities,nu.com
274,Plains All American Pipeline,paalp.com
275,ArvinMeritor,arvinmeritor.com
277,Avaya,avaya.com
281,Centex,centex.com
285,Premcor,valero.com
287,Gannett,gannett.com
292,United Auto Group,unitedauto.com
294,Science Applications Intl.,saic.com
296,Gateway,gateway.com
297,Saks,saksincorporated.com
299,Avista,avistacorp.com
300,Unisys,unisys.com
305,Smithfield Foods,smithfieldfoods.com
306,Rohm & Haas,rohmhaas.com
307,Conectiv,conectiv.com
308,ServiceMaster,svm.com
312,Idacorp,idacorpinc.com
315,Caremark Rx,caremarkrx.com
316,Allied Waste Industries,alliedwaste.com
318,Medtronic,medtronic.com
319,Providian Financial,providian.com
321,Federal-Mogul,federalmogul.com
327,Fortune Brands,fortunebrands.com
329,USA Networks,usanetwork.com
331,BJ's Wholesale Club,bjs.com
332,Ikon Office Solutions,ricoh-usa.com
333,Tribune,tribune.com
334,TransMontaigne,transmontaigne.com
338,Engelhard,engelhard.com
340,Goodrich,bfgoodrich.com
342,CNF,cnf.com
351,Adams Resources & Energy,adamsresources.com
352,Pitney Bowes,pitneybowes.com
353,Dole Food,dole.com
354,ITT Industries,itt.com
355,KB Home,kbhome.com
356,McGraw-Hill,mheducation.com
357,OfficeMax,officemax.com
358,Park Place Entertainment,parkplace.com
